time,omega,i_a,i_b
2.1772,11.977412848453604,10.86687557142849,0.0
2.1773,11.97404779152209,10.867366363464573,0.0
2.1774,11.97068238486782,10.867857260196319,0.0
2.1775,11.967316629896182,10.868348261442364,0.0
2.1776,11.96395052801274,10.868839367021252,0.0
2.1777,11.960584080623224,10.86933057675143,0.0
2.1778,11.957217289133538,10.869821890451252,0.0
2.1779,11.953850154949754,10.870313307938977,0.0
2.178,11.95048267947811,10.870804829032767,0.0
2.1781,11.947114864125018,10.871296453550697,0.0
2.1782,11.94374671029705,10.87178818131074,0.0
2.1783,11.940378219400952,10.872280012130778,0.0
2.1784,11.937009392843631,10.8727719458286,0.0
2.1785,11.933640232032163,10.8732639822219,0.0
2.1786,11.930270738373785,10.873756121128277,0.0
2.1787,11.926900913275903,10.87424836236524,0.0
2.1788,11.923530758146082,10.874740705750197,0.0
2.1789,11.920160274392053,10.875233151100469,0.0
2.179,11.916789463421708,10.875725698233278,0.0
2.1791,11.9134183266431,10.876218346965755,0.0
2.1792,11.910046865464444,10.876711097114937,0.0
2.1793,11.906675081294116,10.877203948497765,0.0
2.1794,11.903302975540651,10.877696900931088,0.0
2.1795,11.89993054961274,10.878189954231662,0.0
2.1796,11.896557804919237,10.878683108216148,0.0
2.1797,11.89318474286915,10.879176362701113,0.0
2.1798,11.889811364871647,10.879669717503033,0.0
2.1799,11.88643767233605,10.880163172438285,0.0
2.18,11.88306366667184,10.88065672732316,0.0
2.1801,11.879689349288647,10.88115038197385,0.0
2.1802,11.87631472159626,10.881644136206454,0.0
2.1803,11.872939785004624,10.882137989836979,0.0
2.1804,11.86956454092383,10.88263194268134,0.0
2.1805,11.86618899076413,10.883125994555353,0.0
2.1806,11.86281313593592,10.883620145274747,0.0
2.1807,11.85943697784975,10.884114394655157,0.0
2.1808,11.856060517916323,10.88460874251212,0.0
2.1809,11.852683757546489,10.885103188661082,0.0
2.181,11.849306698151247,10.8855977329174,0.0
2.1811,11.845929341141748,10.886092375096334,0.0
2.1812,11.842551687929285,10.88658711501305,0.0
2.1813,11.839173739925306,10.887081952482623,0.0
2.1814,11.835795498541398,10.887576887320034,0.0
2.1815,11.832416965189296,10.88807191934017,0.0
2.1816,11.829038141280884,10.88856704835783,0.0
2.1817,11.825659028228188,10.889062274187715,0.0
2.1818,11.822279627443375,10.889557596644435,0.0
2.1819,11.818899940338762,10.890053015542506,0.0
2.182,11.815519968326802,10.890548530696352,0.0
2.1821,11.812139712820093,10.891044141920306,0.0
2.1822,11.808759175231376,10.891539849028606,0.0
2.1823,11.805378356973529,10.892035651835396,0.0
2.1824,11.801997259459572,10.892531550154732,0.0
2.1825,11.798615884102665,10.893027543800576,0.0
2.1826,11.795234232316105,10.893523632586794,0.0
2.1827,11.791852305513329,10.894019816327162,0.0
2.1828,11.78847010510791,10.894516094835366,0.0
2.1829,11.785087632513557,10.895012467924994,0.0
2.183,11.781704889144118,10.895508935409547,0.0
2.1831,11.778321876413573,10.896005497102431,0.0
2.1832,11.774938595736037,10.896502152816959,0.0
2.1833,11.771555048525762,10.896998902366354,0.0
2.1834,11.768171236197134,10.897495745563745,0.0
2.1835,11.764787160164666,10.897992682222169,0.0
2.1836,11.761402821843008,10.898489712154571,0.0
2.1837,11.75801822264694,10.898986835173806,0.0
2.1838,11.754633363991374,10.899484051092635,0.0
2.1839,11.75124824729135,10.899981359723727,0.0
2.184,11.74786287396204,10.900478760879658,0.0
2.1841,11.744477245418743,10.900976254372914,0.0
2.1842,11.741091363076885,10.901473840015889,0.0
2.1843,11.737705228352024,10.901971517620886,0.0
2.1844,11.734318842659839,10.902469287000113,0.0
2.1845,11.73093220741614,10.902967147965688,0.0
2.1846,11.727545324036862,10.903465100329639,0.0
2.1847,11.724158193938061,10.9039631439039,0.0
2.1848,11.720770818535922,10.904461278500314,0.0
2.1849,11.71738319924675,10.904959503930634,0.0
2.185,11.713995337486976,10.90545782000652,0.0
2.1851,11.710607234673152,10.905956226539539,0.0
2.1852,11.707218892221949,10.90645472334117,0.0
2.1853,11.703830311550162,10.906953310222798,0.0
2.1854,11.700441494074706,10.907451986995717,0.0
